1,3860
2,2879
3,2398
4,2181
5,2229
6,2163
7,2373
8,2191
9,2046
10,2148
11,2054
12,1818
13,2025
14,1956
15,1825
16,2019
17,1899
18,1732
19,1928
20,1888
21,1882
22,1995
23,1975
24,1742
25,1845
26,1968
27,1798
28,1774
29,1911
30,1794
31,1707
32,1874
33,1861
34,1756
35,1766
36,1842
37,1896
38,1850
39,1863
40,1774
41,1784
42,1913
43,1815
44,1978
45,1890
46,1787
47,2032
48,1808
49,1789
50,1870
51,1818
52,1776
53,1819
54,1828
55,1831
56,1858
57,1888
58,1814
59,1654
60,1834
61,1772
62,1706
63,1814
64,1794
65,1875
66,1842
67,2101
68,1742
69,1714
70,1811
71,1994
72,1895
73,1732
74,1776
75,1834
76,1797
77,1735
78,1743
79,1788
80,1783
81,1826
82,1822
83,1836
84,1818
85,1645
86,1705
87,1793
88,1836
89,1769
90,1776
91,1784
92,1806
93,1819
94,1809
95,1788
96,1792
97,1831
98,1835
99,1758
100,1753
