1,5464
2,4396
3,4282
4,4143
5,4232
6,4173
7,4094
8,4176
9,4193
10,4039
11,4205
12,4056
13,3986
14,4184
15,4071
16,4017
17,4126
18,4082
19,3978
20,4061
21,4091
22,4006
23,4065
24,4084
25,3940
26,4071
27,4060
28,3961
29,4039
30,4059
31,3958
32,4054
33,4075
34,3981
35,4010
36,4093
37,3992
38,4006
39,4120
40,4023
41,4038
42,4108
43,4041
44,3978
45,4103
46,4008
47,3967
48,4126
49,3968
50,3974
51,4094
52,3975
53,3998
54,4116
55,3965
56,3960
57,4121
58,3987
59,3990
60,4087
61,3920
62,3999
63,4059
64,3936
65,4013
66,4044
67,3922
68,4038
69,4033
70,3953
71,3991
72,4108
73,3938
74,4010
75,4040
76,3922
77,4026
78,4042
79,3929
80,4037
81,4025
82,3931
83,4024
84,4012
85,3922
86,4032
87,4048
88,3945
89,4046
90,4014
91,3936
92,4024
93,4007
94,3950
95,4007
96,4067
97,3953
98,4023
99,4032
100,3923
