1,3522
2,2825
3,2280
4,1724
5,1717
6,1804
7,1856
8,1736
9,1531
10,1765
11,2262
12,1619
13,1566
14,1559
15,1644
16,1749
17,1451
18,1569
19,1542
20,1712
21,1684
22,1719
23,1553
24,1667
25,1711
26,1502
27,1633
28,1497
29,1496
30,1465
31,1477
32,1629
33,1556
34,1430
35,1458
36,1625
37,1602
38,1632
39,1333
40,1557
41,1507
42,1368
43,1690
44,1713
45,1595
46,1373
47,1613
48,1359
49,1415
50,1619
51,1544
52,1370
53,1572
54,1664
55,1458
56,1587
57,1597
58,1384
59,1410
60,1561
61,1577
62,1561
63,1418
64,1526
65,1494
66,1349
67,1595
68,1532
69,1484
70,1418
71,1563
72,1599
73,1552
74,1390
75,1614
76,1649
77,1433
78,1407
79,1412
80,1574
81,1509
82,1442
83,1565
84,1394
85,1511
86,1573
87,1514
88,1399
89,1472
90,1548
91,1472
92,1523
93,1548
94,1499
95,1479
96,1573
97,1559
98,1415
99,1496
100,1485
