1,2007
2,1000
3,1069
4,937
5,932
6,1091
7,1109
8,802
9,987
10,776
11,830
12,951
13,801
14,805
15,970
16,964
17,839
18,885
19,804
20,922
21,897
22,766
23,945
24,908
25,824
26,935
27,912
28,786
29,935
30,891
31,751
32,901
33,768
34,756
35,922
36,827
37,751
38,943
39,791
40,769
41,896
42,831
43,834
44,940
45,805
46,805
47,928
48,818
49,823
50,927
51,757
52,807
53,902
54,770
55,871
56,966
57,812
58,847
59,961
60,766
61,813
62,956
63,868
64,927
65,882
66,816
67,856
68,949
69,811
70,915
71,1074
72,793
73,1256
74,1183
75,853
76,928
77,959
78,859
79,1127
80,1191
81,977
82,1149
83,1049
84,1191
85,1069
86,1094
87,938
88,1053
89,1019
90,964
91,1155
92,911
93,989
94,1089
95,967
96,943
97,1078
98,918
99,1022
100,1077
