1,2376
2,1462
3,1353
4,1334
5,1142
6,1262
7,1154
8,1107
9,1239
10,1037
11,1174
12,1155
13,1048
14,1129
15,1213
16,1132
17,1180
18,1317
19,1189
20,1305
21,1249
22,1022
23,1312
24,1138
25,1073
26,1340
27,1333
28,1317
29,1350
30,1028
31,1131
32,1203
33,1063
34,1075
35,1210
36,1041
37,1086
38,1293
39,1005
40,1086
41,1096
42,947
43,1211
44,1094
45,1024
46,1175
47,1134
48,1065
49,1163
50,999
51,1067
52,1185
53,994
54,1101
55,1154
56,1011
57,1076
58,1105
59,1018
60,1105
61,1118
62,1034
63,1131
64,1138
65,965
66,1210
67,1119
68,968
69,1147
70,1022
71,1013
72,1141
73,1052
74,1026
75,1102
76,1003
77,1025
78,1188
79,982
80,1122
81,1145
82,970
83,1061
84,1154
85,1045
86,1125
87,1258
88,1030
89,1201
90,1196
91,1096
92,1222
93,1215
94,1014
95,1145
96,1134
97,1122
98,1229
99,1125
100,1145
