1,1267
2,675
3,479
4,435
5,433
6,423
7,391
8,400
9,401
10,418
11,435
12,407
13,379
14,394
15,386
16,401
17,393
18,387
19,378
20,406
21,401
22,404
23,444
24,407
25,385
26,435
27,385
28,389
29,381
30,376
31,388
32,387
33,389
34,389
35,376
36,377
37,404
38,401
39,396
40,394
41,402
42,402
43,397
44,408
45,390
46,388
47,371
48,392
49,376
50,382
51,398
52,390
53,396
54,387
55,386
56,382
57,385
58,410
59,393
60,407
61,382
62,388
63,425
64,388
65,388
66,394
67,401
68,386
69,367
70,389
71,388
72,404
73,378
74,382
75,397
76,407
77,396
78,386
79,398
80,388
81,379
82,369
83,380
84,388
85,376
86,383
87,380
88,387
89,391
90,391
91,371
92,402
93,385
94,382
95,380
96,379
97,386
98,406
99,381
100,381
