1,1099
2,303
3,219
4,266
5,204
6,239
7,195
8,186
9,198
10,189
11,204
12,201
13,212
14,206
15,220
16,243
17,221
18,229
19,208
20,201
21,212
22,201
23,229
24,230
25,217
26,216
27,228
28,218
29,224
30,236
31,223
32,225
33,216
34,208
35,239
36,205
37,225
38,182
39,172
40,213
41,210
42,245
43,224
44,212
45,214
46,213
47,229
48,247
49,255
50,250
51,244
52,243
53,212
54,229
55,201
56,207
57,206
58,185
59,177
60,186
61,189
62,187
63,206
64,268
65,249
66,226
67,180
68,207
69,171
70,175
71,204
72,200
73,200
74,193
75,179
76,190
77,195
78,217
79,191
80,234
81,194
82,219
83,192
84,178
85,171
86,166
87,190
88,212
89,238
90,167
91,193
92,182
93,184
94,188
95,172
96,175
97,180
98,177
99,186
100,176
