1,937
2,261
3,185
4,183
5,188
6,184
7,163
8,161
9,158
10,162
11,163
12,160
13,171
14,158
15,151
16,159
17,154
18,160
19,158
20,151
21,158
22,173
23,142
24,154
25,161
26,156
27,152
28,158
29,152
30,161
31,152
32,154
33,154
34,151
35,152
36,155
37,151
38,153
39,155
40,153
41,154
42,156
43,151
44,154
45,150
46,150
47,161
48,157
49,155
50,153
51,151
52,154
53,157
54,154
55,152
56,162
57,152
58,159
59,152
60,149
61,150
62,158
63,154
64,156
65,154
66,153
67,150
68,155
69,149
70,152
71,155
72,157
73,153
74,163
75,146
76,152
77,173
78,151
79,151
80,154
81,149
82,150
83,151
84,149
85,155
86,152
87,150
88,156
89,145
90,149
91,156
92,161
93,153
94,163
95,156
96,151
97,155
98,150
99,163
100,156
