1,2256
2,974
3,833
4,744
5,808
6,641
7,706
8,683
9,722
10,658
11,682
12,724
13,670
14,764
15,693
16,661
17,721
18,621
19,677
20,743
21,735
22,668
23,666
24,619
25,696
26,814
27,759
28,757
29,745
30,648
31,676
32,642
33,625
34,643
35,644
36,698
37,611
38,674
39,638
40,652
41,673
42,669
43,663
44,633
45,632
46,735
47,616
48,623
49,625
50,686
51,646
52,675
53,664
54,615
55,663
56,676
57,645
58,636
59,650
60,666
61,644
62,638
63,645
64,641
65,635
66,648
67,674
68,683
69,619
70,643
71,624
72,633
73,648
74,679
75,647
76,638
77,678
78,637
79,697
80,642
81,654
82,660
83,656
84,642
85,647
86,631
87,618
88,644
89,654
90,662
91,629
92,615
93,624
94,652
95,672
96,654
97,636
98,634
99,637
100,609
