1,4515
2,3287
3,2617
4,2717
5,2531
6,2432
7,2558
8,2524
9,2368
10,2456
11,2411
12,2456
13,2273
14,2311
15,2313
16,2533
17,2255
18,2223
19,2212
20,2216
21,2365
22,2264
23,2302
24,2206
25,2201
26,2260
27,2147
28,2270
29,2181
30,2159
31,2070
32,2145
33,2128
34,2188
35,2114
36,2050
37,2171
38,2160
39,2191
40,2130
41,2140
42,2149
43,2173
44,2269
45,2069
46,2194
47,2072
48,2199
49,1989
50,2097
51,2099
52,2132
53,2231
54,2300
55,2157
56,2162
57,2217
58,2168
59,2095
60,2043
61,2053
62,2123
63,2155
64,2132
65,2193
66,2136
67,2255
68,2027
69,2067
70,2114
71,2081
72,2145
73,2003
74,2035
75,2080
76,2093
77,2126
78,2127
79,2018
80,2144
81,2072
82,2097
83,2118
84,2088
85,2074
86,2078
87,2114
88,1994
89,2087
90,2030
91,2073
92,2097
93,2133
94,2058
95,1969
96,2064
97,2099
98,2162
99,2045
100,2031
