1,3240
2,2431
3,1648
4,1243
5,1061
6,981
7,1183
8,971
9,999
10,903
11,904
12,1030
13,1065
14,924
15,1008
16,1023
17,915
18,995
19,1058
20,894
21,1113
22,868
23,1068
24,936
25,920
26,947
27,961
28,808
29,972
30,790
31,909
32,923
33,857
34,974
35,781
36,953
37,957
38,834
39,1031
40,1052
41,819
42,1089
43,1022
44,908
45,959
46,1001
47,1057
48,852
49,1036
50,952
51,1006
52,778
53,892
54,851
55,1058
56,847
57,939
58,943
59,933
60,943
61,975
62,965
63,1009
64,861
65,954
66,942
67,846
68,1057
69,801
70,852
71,1026
72,826
73,948
74,736
75,882
76,1037
77,979
78,988
79,1221
80,905
81,876
82,1020
83,841
84,894
85,1073
86,898
87,919
88,823
89,1005
90,865
91,794
92,942
93,894
94,861
95,898
96,817
97,882
98,1028
99,889
100,1209
