1,1419
2,985
3,972
4,827
5,901
6,879
7,797
8,899
9,764
10,751
11,796
12,808
13,666
14,790
15,739
16,629
17,777
18,697
19,692
20,790
21,745
22,694
23,805
24,649
25,677
26,777
27,634
28,673
29,766
30,599
31,692
32,757
33,581
34,675
35,726
36,599
37,699
38,724
39,603
40,675
41,718
42,594
43,687
44,715
45,626
46,734
47,689
48,627
49,730
50,684
51,597
52,788
53,676
54,613
55,774
56,669
57,622
58,709
59,729
60,697
61,659
62,749
63,578
64,715
65,740
66,592
67,680
68,737
69,572
70,691
71,700
72,576
73,702
74,704
75,566
76,692
77,687
78,611
79,716
80,730
81,574
82,687
83,747
84,560
85,697
86,705
87,561
88,674
89,707
90,585
91,682
92,680
93,577
94,698
95,685
96,595
97,700
98,680
99,592
100,713
