1,1487
2,803
3,737
4,837
5,661
6,707
7,835
8,614
9,636
10,685
11,581
12,656
13,720
14,582
15,629
16,664
17,539
18,629
19,637
20,552
21,648
22,661
23,516
24,684
25,549
26,542
27,724
28,560
29,582
30,687
31,512
32,589
33,709
34,509
35,612
36,682
37,504
38,633
39,675
40,553
41,560
42,629
43,502
44,640
45,654
46,544
47,682
48,584
49,540
50,649
51,583
52,497
53,710
54,554
55,553
56,691
57,575
58,528
59,674
60,506
61,588
62,705
63,516
64,579
65,666
66,470
67,587
68,654
69,500
70,594
71,642
72,491
73,621
74,613
75,515
76,620
77,658
78,534
79,625
80,587
81,501
82,658
83,576
84,484
85,671
86,529
87,543
88,672
89,508
90,562
91,685
92,485
93,614
94,681
95,485
96,621
97,660
98,503
99,579
100,630
