1,2782
2,1482
3,1348
4,1527
5,1192
6,984
7,1036
8,883
9,854
10,968
11,873
12,959
13,742
14,924
15,909
16,978
17,915
18,896
19,755
20,1038
21,786
22,873
23,954
24,993
25,778
26,965
27,832
28,1010
29,866
30,803
31,917
32,862
33,789
34,956
35,853
36,1005
37,912
38,933
39,889
40,930
41,836
42,996
43,964
44,947
45,908
46,1119
47,1058
48,984
49,925
50,1154
51,1120
52,847
53,920
54,976
55,992
56,874
57,916
58,913
59,845
60,817
61,894
62,849
63,697
64,966
65,798
66,898
67,859
68,888
69,768
70,781
71,919
72,866
73,860
74,832
75,856
76,914
77,737
78,807
79,946
80,737
81,811
82,862
83,750
84,919
85,917
86,878
87,861
88,883
89,808
90,867
91,828
92,800
93,980
94,859
95,971
96,844
97,814
98,995
99,891
100,766
