1,16566
2,17094
3,16414
4,16192
5,16289
6,16394
7,16452
8,16257
9,16311
10,16401
11,17793
12,17568
13,17600
14,16387
15,16211
16,16555
17,16523
18,16415
19,16644
20,16501
21,16754
22,16571
23,16386
24,16350
25,16450
26,16655
27,16503
28,16620
29,16405
30,16411
31,16450
32,16498
33,16431
34,16650
35,16360
36,16361
37,16568
38,16425
39,16400
40,16461
41,16616
42,17030
43,16300
44,16376
45,16340
46,16429
47,16351
48,16301
49,16346
50,16387
51,16327
52,16357
53,16377
54,16356
55,16315
56,16415
57,16342
58,16330
59,16364
60,16362
61,16544
62,16271
63,16374
64,16402
65,16296
66,16273
67,16238
68,16220
69,16302
70,16294
71,16243
72,16275
73,16189
74,16182
75,16264
76,16265
77,16273
78,16823
79,16703
80,17384
81,16970
82,16735
83,16955
84,17131
85,16342
86,16331
87,16360
88,16315
89,16311
90,16430
91,16355
92,16256
93,16361
94,16290
95,16305
96,16296
97,16320
98,16284
99,16291
100,16265
