1,1875
2,1048
3,872
4,1038
5,866
6,835
7,903
8,941
9,852
10,862
11,953
12,818
13,810
14,865
15,857
16,809
17,852
18,878
19,773
20,776
21,943
22,821
23,855
24,818
25,951
26,755
27,772
28,960
29,771
30,855
31,806
32,989
33,780
34,763
35,908
36,802
37,813
38,900
39,894
40,750
41,902
42,801
43,777
44,882
45,988
46,791
47,878
48,883
49,724
50,841
51,928
52,704
53,817
54,899
55,726
56,843
57,905
58,728
59,810
60,913
61,900
62,792
63,765
64,946
65,799
66,801
67,924
68,768
69,800
70,944
71,775
72,840
73,862
74,876
75,837
76,805
77,933
78,830
79,776
80,895
81,787
82,812
83,920
84,953
85,807
86,912
87,835
88,812
89,904
90,866
91,789
92,832
93,982
94,877
95,838
96,958
97,916
98,861
99,813
100,898
